date,open,high,low,close,volume
2022-05-12,114.0,119.8,113.4,113.85,13550020
2022-05-13,113.84,115.1,112.51,113.52,3840860
2022-05-16,113.53,115.06,113.52,114.79,2628330
2022-05-17,114.7,115.35,114.0,114.28,1545120
2022-05-18,114.1,114.61,113.3,113.41,897980
2022-05-19,113.41,113.76,112.5,112.81,695950
2022-05-20,112.85,113.69,112.7,113.09,953160
2022-05-23,113.09,113.3,112.88,113.0,517110
2022-05-24,113.4,113.5,110.99,111.06,636510
2022-05-25,111.0,111.45,110.68,111.06,299930
2022-05-26,111.1,112.47,110.3,111.74,620620
2022-05-27,112.41,113.05,112.1,112.78,534840
2022-05-30,112.78,113.16,111.74,112.36,305600
2022-05-31,112.36,112.75,111.86,112.41,288060
2022-06-01,112.2,112.75,112.2,112.45,206440
2022-06-02,112.45,113.2,112.3,112.74,278560
2022-06-06,112.9,112.98,112.66,112.75,192090
2022-06-07,112.8,112.89,112.06,112.47,287970
2022-06-08,112.52,112.67,112.34,112.61,169290
2022-06-09,112.61,114.62,112.61,113.67,641510
2022-06-10,113.66,114.37,113.62,114.3,280080
2022-06-13,114.3,114.8,113.7,114.46,244290
2022-06-14,114.19,114.5,113.5,114.1,119150
2022-06-15,113.87,115.18,113.87,114.66,260050
2022-06-16,114.55,115.3,114.55,114.75,174100
2022-06-17,115.3,115.3,113.7,114.63,257600
2022-06-20,114.62,114.99,114.0,114.61,122650
2022-06-21,114.88,114.89,114.49,114.78,179380
2022-06-22,114.92,115.28,114.42,114.67,81800
2022-06-23,114.8,116.3,114.66,115.81,301010
2022-06-24,115.98,117.02,115.38,116.51,157530
2022-06-27,116.55,118.88,116.55,118.86,390030
2022-06-28,118.86,119.16,118.0,118.67,95410
2022-06-29,118.99,119.6,117.25,117.87,228640
2022-06-30,118.0,119.5,117.62,118.71,204390
2022-07-01,119.39,122.0,118.81,121.0,479840
2022-07-04,120.9,130.0,120.69,126.12,1611360
2022-07-05,128.56,128.98,121.42,121.9,993380
2022-07-06,121.9,122.0,119.04,119.96,222510
2022-07-07,120.0,121.9,119.12,119.94,211510
2022-07-08,119.71,121.6,119.5,121.49,149230
2022-07-11,121.24,121.65,119.2,119.3,99130
2022-07-12,119.45,120.38,117.56,117.85,47630
2022-07-13,117.99,118.5,117.58,118.12,24500
2022-07-14,119.0,119.0,118.0,118.32,24410
2022-07-15,118.87,118.89,117.82,117.86,113190
2022-07-18,118.0,119.3,117.86,118.91,45420
2022-07-19,119.1,119.88,119.1,119.53,46870
2022-07-20,119.5,119.99,119.12,119.25,36760
2022-07-21,119.25,119.93,118.36,118.41,66440
2022-07-22,118.81,118.81,116.5,116.82,123540
2022-07-25,116.99,117.42,116.7,116.86,45180
2022-07-26,117.0,117.29,116.61,116.95,39300
2022-07-27,117.2,117.89,116.73,116.96,109590
2022-07-28,117.08,120.23,117.0,119.91,251810
2022-07-29,119.91,121.0,119.0,120.83,133000
2022-08-01,122.1,124.18,121.11,123.535,305720
2022-08-02,122.86,124.41,120.662,121.855,199000
2022-08-03,122.0,127.99,121.851,122.799,989520
2022-08-04,122.804,123.5,121.27,121.557,104730
2022-08-05,121.566,121.911,120.87,121.037,43170
2022-08-08,121.1,121.51,120.63,121.337,57980
2022-08-09,121.93,121.93,120.501,120.858,42660
2022-08-10,120.7,122.29,120.7,121.781,153630
2022-08-11,122.0,123.7,121.611,122.486,74820
2022-08-12,122.8,123.538,120.667,121.2,262510
2022-08-15,121.19,121.36,120.63,121.0,62600
2022-08-16,121.149,121.35,120.75,120.869,35270
2022-08-17,121.2,121.2,119.998,120.863,98550
2022-08-18,120.9,120.98,119.85,120.085,27160
2022-08-19,120.3,120.3,117.5,117.793,113570
2022-08-22,117.88,119.12,117.66,118.93,32010
2022-08-23,119.09,119.5,118.879,118.953,21430
2022-08-24,119.49,119.499,117.718,118.79,114330
2022-08-25,118.9,119.067,115.55,116.171,156220
2022-08-26,116.698,117.26,116.051,117.244,38980
2022-08-29,117.1,117.419,115.703,116.185,158870
2022-08-30,116.24,116.97,116.2,116.88,56550
