date,open,high,low,close,volume
2023-11-15,130.0,157.3,130.0,157.3,190775
2023-11-16,188.76,188.76,188.76,188.76,131320
2023-11-17,226.512,226.512,221.432,226.512,607903
2023-11-20,232.0,271.814,232.0,271.814,3697771
2023-11-21,292.0,297.422,248.431,275.5,7990141
2023-11-22,275.0,284.0,265.217,271.0,2892134
2023-11-23,269.0,281.223,260.743,276.5,2648243
2023-11-24,275.0,295.8,270.0,291.497,4434879
2023-11-27,289.9,295.765,282.958,287.89,1562257
2023-11-28,286.8,310.0,285.589,305.994,2279171
2023-11-29,300.0,318.168,292.402,305.2,2480305
2023-11-30,314.73,335.03,271.0,322.5,5077656
2023-12-01,323.0,341.2,320.01,332.38,2724626
2023-12-04,334.0,363.789,265.904,265.906,6241357
2023-12-05,265.003,291.735,255.003,286.291,6553842
2023-12-06,284.88,294.0,267.1,274.0,3614370
2023-12-07,275.0,281.598,268.2,272.01,1668193
2023-12-08,272.008,289.3,272.008,282.0,2061548
2023-12-11,283.99,285.0,275.001,280.02,934863
2023-12-12,280.05,289.406,275.0,280.645,1113910
2023-12-13,281.9,284.456,263.369,269.0,1112485
2023-12-14,270.34,278.235,256.878,265.494,820151
2023-12-15,263.0,277.748,260.12,265.0,2838963
2023-12-18,266.001,267.433,258.702,263.0,683397
2023-12-19,261.999,279.496,260.0,275.641,1472549
2023-12-20,277.0,280.989,266.8,274.2,1137082
2023-12-21,274.2,297.536,272.5,293.6,3622924
2023-12-22,296.66,308.99,286.0,308.0,2029625
2023-12-25,308.0,326.598,246.4,246.4,1342791
2023-12-26,218.03,243.0,197.21,216.0,4670747
2023-12-27,216.5,232.8,202.596,218.002,3229788
2023-12-28,218.8,221.8,214.9,216.418,1534555
2023-12-29,219.389,220.918,210.0,217.0,1805000
2024-01-02,217.5,242.89,216.0,233.5,5448262
2024-01-03,232.0,237.436,225.003,233.0,2555058
2024-01-04,233.999,235.999,217.0,220.15,1784927
2024-01-05,220.801,226.36,210.0,224.0,3842455
2024-01-08,226.0,234.59,211.332,233.0,5905230
2024-01-09,233.12,234.797,220.333,226.2,2357376
2024-01-10,225.45,228.0,218.0,226.0,1506353
2024-01-11,224.65,227.325,223.0,225.0,915486
2024-01-12,224.689,230.5,222.307,229.2,1287444
2024-01-15,231.5,236.5,226.259,228.0,1402366
2024-01-16,227.582,232.0,223.5,228.0,1339887
2024-01-17,228.0,231.78,224.522,230.7,1627405
2024-01-18,230.0,233.165,227.3,232.9,903131
2024-01-19,233.5,240.901,223.0,227.502,2239984
2024-01-22,227.503,231.597,207.999,214.606,3057857
2024-01-23,215.0,220.1,209.501,211.0,1448106
2024-01-24,210.64,211.863,202.6,205.0,733581
2024-01-25,205.0,211.4,203.604,210.0,1025635
2024-01-26,210.9,228.0,208.33,228.0,4268875
2024-01-29,227.855,239.0,214.8,238.5,5027964
2024-01-30,238.0,240.628,225.0,235.0,3361322
2024-01-31,236.472,244.995,229.299,242.8,4648794
2024-02-01,242.0,244.916,236.502,237.012,2412836
2024-02-02,235.182,238.444,233.009,233.496,846060
2024-02-05,233.5,237.39,228.007,235.5,829138
2024-02-06,235.5,248.5,233.204,248.5,1147833
2024-02-07,250.0,260.0,234.663,239.5,1453249
2024-02-08,238.636,247.0,238.636,245.803,829421
2024-02-19,248.0,272.859,246.0,265.003,2700611
2024-02-20,266.0,268.351,222.1,225.4,3042916
2024-02-21,229.0,229.688,196.0,200.0,4338775
2024-02-22,200.0,204.4,196.476,197.163,2557480
2024-02-23,197.735,199.89,191.112,191.381,1328127
2024-02-26,192.3,194.7,186.58,188.39,2177675
2024-02-27,187.5,189.8,186.308,187.401,1064363
2024-02-28,187.599,188.98,170.0,171.36,1394589
2024-02-29,170.001,173.88,165.578,166.96,1667681
2024-03-01,166.97,178.666,163.055,176.0,5505230
2024-03-04,176.901,184.5,175.5,179.599,5146771
2024-03-05,180.259,181.997,171.482,174.3,1717347
2024-03-06,174.6,177.748,170.811,177.574,1742510
2024-03-07,177.5,183.18,176.497,178.131,3089948
2024-03-08,177.9,180.966,174.5,179.499,1364720
2024-03-11,179.499,181.921,177.0,179.99,827853
2024-03-12,180.1,182.889,179.001,180.999,1065361
2024-03-13,180.999,180.999,175.41,176.02,753201
2024-03-14,176.151,185.6,176.0,184.5,3680390
2024-03-15,184.5,199.993,182.66,199.49,5304326
2024-03-18,199.2,213.878,197.122,207.697,3457105
2024-03-19,207.099,223.8,206.123,218.0,3946278
2024-03-20,219.0,222.494,202.0,214.348,2662299
2024-03-21,214.612,222.2,208.08,213.199,3805903
2024-03-22,213.3,232.337,211.312,223.5,3885384
2024-03-25,223.501,230.795,191.005,209.589,4661697
2024-03-26,209.588,216.055,188.1,189.01,3516050
2024-03-27,188.0,195.8,183.0,189.403,4531200
2024-03-28,189.17,199.676,188.527,192.8,2830020
2024-03-29,192.0,199.396,189.36,194.501,2481067
2024-04-01,194.501,203.653,190.033,192.601,3216477
2024-04-02,192.601,207.842,190.89,207.0,3727098
2024-04-03,209.022,211.985,197.0,209.3,4619419
2024-04-08,210.9,217.085,176.5,178.3,4913031
2024-04-09,181.25,182.434,162.321,177.092,8222084
2024-04-10,176.85,177.82,163.851,168.102,5133934
2024-04-11,165.53,174.578,161.365,168.205,5595626
2024-04-12,167.11,170.954,160.0,160.0,4079446
2024-04-15,160.0,164.5,153.359,156.8,4274681
2024-04-16,156.8,157.25,144.0,144.601,2548809
2024-04-17,145.0,154.485,145.0,152.331,3488371
2024-04-18,152.0,154.5,149.501,149.501,1886326
2024-04-19,148.7,150.98,144.0,144.097,1157974
2024-04-22,145.902,146.0,138.4,138.402,970970
2024-04-23,138.4,145.173,138.0,144.6,4247322
2024-04-24,145.0,148.177,143.31,145.0,2204210
2024-04-25,145.2,147.198,141.922,142.042,1043821
2024-04-26,142.056,143.42,140.607,141.064,757161
2024-04-29,141.0,143.379,141.0,141.4,787054
2024-04-30,141.4,142.209,136.0,136.0,694588
2024-05-06,136.5,142.241,136.2,140.62,1501380
2024-05-07,140.62,141.4,137.296,138.323,611014
2024-05-08,138.531,139.4,136.02,136.239,365121
2024-05-09,136.92,157.2,135.552,147.0,9070328
2024-05-10,148.588,172.849,148.588,168.0,23159392
2024-05-13,168.5,176.266,153.68,165.0,19163902
2024-05-14,165.0,176.365,161.892,169.47,13724043
2024-05-15,169.47,173.28,164.206,166.768,5833415
2024-05-16,167.0,169.6,152.335,152.994,7386740
2024-05-17,153.0,153.7,140.3,140.392,5832435
2024-05-20,139.87,149.217,139.8,144.792,6691612
2024-05-21,144.101,152.709,138.8,149.234,13790165
2024-05-22,149.42,152.99,144.56,146.001,8507651
2024-05-23,146.5,150.58,144.501,145.588,6792107
2024-05-24,145.588,146.899,141.101,143.002,2787997
2024-05-27,143.003,144.85,138.897,140.857,1911448
2024-05-28,140.866,150.17,140.0,149.11,12191438
2024-05-29,149.856,151.2,143.451,144.488,3208084
2024-05-30,145.0,151.5,143.811,145.9,8733195
2024-05-31,149.005,149.7,143.55,144.1,3470706
2024-06-03,144.2,146.7,141.675,144.4,4208057
2024-06-04,144.0,145.95,139.228,140.012,1448910
2024-06-05,140.208,144.163,138.1,141.114,2688680
2024-06-06,140.7,141.079,131.65,132.481,1625121
2024-06-07,132.802,138.2,132.7,135.57,3196756
2024-06-11,135.1,135.45,131.8,134.583,1159630
2024-06-12,134.45,135.863,133.901,134.372,785190
2024-06-13,134.5,135.06,131.356,131.639,742957
2024-06-14,131.625,131.625,129.996,131.0,547900
2024-06-17,130.558,153.168,130.136,141.2,24858210
2024-06-18,140.622,144.395,137.21,138.9,6793131
2024-06-19,138.9,141.036,136.345,136.62,2649970
2024-06-20,136.62,137.2,132.1,133.595,1899711
2024-06-21,134.9,142.196,132.151,135.0,13507741
2024-06-24,133.001,134.0,126.8,128.4,2118930
2024-06-25,128.45,131.103,126.28,127.546,2206720
2024-06-26,127.6,130.999,127.163,128.29,2366406
2024-06-27,128.199,137.0,128.112,137.0,10289139
2024-06-28,137.0,137.7,130.933,131.5,3960050
2024-07-01,131.0,133.456,129.155,132.0,2623450
2024-07-02,132.301,132.647,130.0,130.46,1087986
2024-07-03,130.031,131.888,127.56,129.431,2537857
2024-07-04,129.042,138.122,128.592,132.09,12356412
2024-07-05,132.0,132.48,127.704,128.2,1865919
2024-07-08,128.2,133.09,127.9,129.197,5680092
2024-07-09,128.809,131.989,128.309,130.15,2901820
2024-07-10,130.29,130.98,128.4,128.532,924510
2024-07-11,128.901,129.889,127.9,129.12,872656
2024-07-12,129.503,130.99,128.001,128.499,1417166
2024-07-15,128.6,129.55,127.6,128.8,864147
2024-07-16,129.301,133.447,128.7,130.77,3382727
2024-07-17,130.77,133.0,129.779,132.299,2942835
2024-07-18,132.0,158.759,131.628,158.759,40367299
2024-07-19,162.97,168.799,135.439,138.0,13278632
2024-07-22,138.0,138.834,132.55,136.004,4270899
2024-07-23,136.678,140.5,134.4,137.0,5310025
2024-07-24,137.46,142.5,132.51,136.2,6662837
2024-07-25,136.791,138.67,133.834,134.508,2029894
2024-07-26,134.95,135.098,133.29,133.55,794004
2024-07-29,133.7,134.594,132.98,134.02,739110
2024-07-30,134.0,134.65,130.15,130.666,802130
2024-07-31,130.274,131.173,129.7,131.12,570010
2024-08-01,130.822,134.952,130.6,132.299,2421112
2024-08-02,132.02,137.717,131.6,134.531,4963980
2024-08-05,135.0,144.872,134.134,135.252,15835342
2024-08-06,135.0,136.425,132.853,134.897,1951750
2024-08-07,135.7,141.288,135.57,140.0,8824763
2024-08-08,140.0,143.887,136.6,137.276,5168230
2024-08-09,137.894,139.555,136.044,138.5,2086286
2024-08-12,138.5,142.173,137.78,139.0,2096540
2024-08-13,138.983,143.1,138.406,142.0,4277020
2024-08-14,141.72,144.66,136.41,137.115,3276950
2024-08-15,137.151,137.355,133.895,135.909,893919
2024-08-16,136.0,137.686,133.96,135.2,901480
2024-08-19,135.1,136.138,133.66,133.8,412294
2024-08-20,133.399,134.484,130.247,131.293,551297
2024-08-21,130.848,135.55,130.248,134.0,2211260
2024-08-22,134.0,134.98,132.252,133.0,1245598
2024-08-23,133.0,133.36,131.107,131.37,559164
2024-08-26,131.38,133.176,131.201,132.098,668732
2024-08-27,131.717,132.23,127.9,128.804,509774
2024-08-28,128.9,129.996,127.804,129.061,427237
2024-08-29,129.188,133.998,128.613,131.65,2762017
2024-08-30,131.28,132.225,131.067,131.507,601743
2024-09-02,131.8,133.588,131.372,131.611,891479
2024-09-03,131.479,132.166,130.71,131.265,378948
2024-09-04,131.46,131.5,129.568,129.73,296784
2024-09-05,129.109,130.2,129.109,129.72,200080
2024-09-06,129.82,132.59,129.66,130.4,1663050
2024-09-09,130.4,130.7,127.912,128.28,363970
2024-09-10,128.28,128.881,124.975,127.0,403580
2024-09-11,127.16,129.33,126.101,128.38,942830
2024-09-12,129.0,130.021,126.0,126.0,484064
2024-09-13,126.26,126.428,122.0,122.0,342031
2024-09-18,121.5,122.949,118.5,119.732,404440
2024-09-19,119.93,131.356,119.93,123.483,5513424
2024-09-20,123.113,123.417,119.777,120.4,870215
2024-09-23,120.2,120.24,118.6,118.6,526262
2024-09-24,119.0,119.073,115.3,117.258,1053011
