date,open,high,low,close,volume
2023-01-16,130.0,131.1,130.0,131.1,349672
2023-01-17,133.0,150.687,131.15,141.5,13234473
2023-01-18,142.001,144.75,137.701,138.3,4177660
2023-01-19,138.3,140.09,136.402,137.137,2310217
2023-01-20,138.0,138.965,137.217,138.5,894972
2023-01-30,139.9,140.5,138.6,139.279,746006
2023-01-31,139.28,140.066,137.152,137.599,548678
2023-02-01,137.81,138.964,137.3,138.6,574520
2023-02-02,139.0,144.18,139.0,140.2,1273053
2023-02-03,139.992,140.844,137.416,138.2,488718
2023-02-06,138.345,138.58,136.2,136.459,349648
2023-02-07,136.21,137.259,135.718,136.42,277614
2023-02-08,136.487,137.601,135.4,136.191,525950
2023-02-09,136.351,139.42,135.317,139.3,1161529
2023-02-10,139.979,142.478,138.149,140.45,1758450
2023-02-13,142.0,142.859,139.08,141.7,1106091
2023-02-14,141.69,161.0,141.01,153.0,18678570
2023-02-15,157.0,169.68,150.7,169.68,20194578
2023-02-16,166.6,168.373,155.4,157.613,7644079
2023-02-17,157.77,161.66,152.5,158.119,7124728
2023-02-20,158.0,159.93,153.4,155.965,4015884
2023-02-21,156.789,157.789,152.4,152.88,2301629
2023-02-22,152.378,154.231,148.722,152.2,1840270
2023-02-23,151.881,152.3,147.49,147.601,937619
2023-02-24,148.0,151.409,147.266,150.0,3340460
2023-02-27,149.4,149.9,146.39,146.4,1092363
2023-02-28,147.1,153.621,146.604,152.0,7135775
2023-03-01,151.0,151.604,148.66,149.5,1636100
2023-03-02,149.5,151.5,146.89,147.5,1734690
2023-03-03,155.0,166.2,153.22,153.22,16650786
2023-03-06,152.0,172.0,151.51,168.0,15344531
2023-03-07,165.0,166.154,155.5,158.98,4214936
2023-03-08,158.781,176.2,157.5,168.0,21487003
2023-03-09,167.0,175.598,160.542,163.0,10325763
2023-03-10,162.875,171.66,161.235,165.918,15838371
2023-03-13,165.9,166.42,161.028,162.42,2400690
2023-03-14,162.5,173.362,160.61,172.9,16712263
2023-03-15,170.28,177.2,165.817,165.99,8882798
2023-03-16,166.666,170.6,163.116,164.12,7134852
2023-03-17,167.1,169.455,162.9,163.54,7150721
2023-03-20,164.579,166.0,159.231,159.903,4039882
2023-03-21,159.08,160.142,155.5,156.718,1981618
2023-03-22,156.51,159.795,154.804,158.9,2348598
2023-03-23,158.8,164.009,155.8,156.5,4810950
2023-03-24,156.0,156.95,152.4,153.198,1322114
2023-03-27,153.96,154.363,151.201,152.89,1120896
2023-03-28,152.499,152.798,148.5,150.3,796135
2023-03-29,149.5,153.13,149.164,151.164,1897011
2023-03-30,151.163,151.2,148.5,148.6,753182
2023-03-31,148.7,150.615,147.9,149.85,771283
2023-04-03,151.0,152.885,150.101,151.113,739433
2023-04-04,151.0,156.222,150.5,152.675,3577719
