date,open,high,low,close,volume
2023-08-09,130.0,157.3,130.0,157.3,1003271
2023-08-10,155.3,182.56,140.68,141.732,26376521
2023-08-11,142.0,147.73,136.3,138.0,6693218
2023-08-14,139.779,142.779,133.33,135.064,3958380
2023-08-15,135.471,135.98,127.401,128.36,2587597
2023-08-16,128.4,128.4,103.66,125.38,1775933
2023-08-17,125.251,127.237,123.31,126.587,1562977
2023-08-18,126.6,134.666,125.501,128.89,6593838
2023-08-21,129.88,133.432,128.724,130.7,5613298
2023-08-22,130.9,130.9,124.52,125.69,2360578
2023-08-23,125.111,133.5,125.111,127.0,9049584
2023-08-24,125.18,126.456,123.404,124.6,1882209
2023-08-25,124.7,149.0,124.68,146.536,36434064
2023-08-28,155.0,170.84,144.0,167.999,36800226
2023-08-29,162.0,163.0,148.405,151.0,19898376
2023-08-30,150.555,150.555,143.7,146.1,7288173
2023-08-31,144.1,147.48,143.27,145.21,5545706
2023-09-01,145.854,146.0,139.256,139.9,2591130
2023-09-04,139.9,142.772,139.19,140.8,2356653
2023-09-05,140.7,142.4,138.44,141.5,2597584
2023-09-06,140.8,140.88,137.801,138.0,1041546
2023-09-07,138.166,138.72,131.138,132.0,1700217
2023-09-08,131.6,132.0,127.959,129.44,755326
2023-09-11,129.601,130.97,128.703,130.566,721279
2023-09-12,130.196,131.26,129.51,129.618,588607
2023-09-13,129.362,138.556,128.8,132.299,8951890
2023-09-14,132.0,132.0,126.123,126.96,1745214
2023-09-15,127.2,130.1,125.67,128.402,2332050
2023-09-18,128.9,130.15,128.007,129.09,1003620
2023-09-19,129.0,130.248,127.21,127.888,1079085
2023-09-20,127.926,128.275,126.0,126.4,459097
2023-09-21,126.6,129.304,126.05,126.05,1136491
2023-09-22,126.1,127.376,125.273,127.183,494925
2023-09-25,127.5,128.3,126.382,126.699,358346
2023-09-26,127.5,127.7,126.401,126.553,268711
2023-09-27,126.572,127.555,124.88,125.58,379471
2023-09-28,125.9,126.697,125.9,125.999,201185
2023-10-09,125.9,126.498,125.35,125.775,168400
2023-10-10,125.988,126.162,125.066,125.188,179736
2023-10-11,125.477,125.726,124.0,124.537,295755
2023-10-12,124.9,124.9,123.5,123.606,172915
2023-10-13,123.61,124.326,123.188,123.696,155840
2023-10-16,123.6,123.606,121.04,121.701,190390
2023-10-17,122.005,122.029,120.2,120.521,101916
2023-10-18,120.432,120.432,116.92,117.217,159291
2023-10-19,117.291,117.744,111.2,115.89,196272
2023-10-20,115.891,116.7,115.158,115.984,202751
2023-10-23,115.665,115.665,112.514,113.0,177294
2023-10-24,113.042,116.879,112.819,116.348,325701
2023-10-25,118.264,119.87,117.819,118.584,348386
2023-10-26,118.152,119.018,116.722,117.601,213959
2023-10-27,118.0,119.9,117.502,119.176,187095
2023-10-30,119.0,119.456,117.7,118.7,140055
2023-10-31,118.8,119.45,117.601,117.701,131206
2023-11-01,117.8,118.595,117.576,118.0,102701
2023-11-02,118.317,118.317,117.226,117.496,88495
2023-11-03,117.49,118.4,117.2,118.2,106245
2023-11-06,118.48,121.518,118.425,121.371,648850
2023-11-07,121.3,123.85,120.793,123.516,337367
2023-11-08,125.541,125.9,123.516,124.554,375361
2023-11-09,124.6,125.719,123.6,123.652,175883
2023-11-10,123.498,124.096,122.299,122.8,105348
2023-11-13,122.6,123.445,122.6,123.11,66781
2023-11-14,123.104,124.023,122.706,123.9,119414
2023-11-15,123.9,125.199,123.73,124.687,163708
2023-11-16,124.7,124.84,123.001,123.497,64395
2023-11-17,123.2,123.9,122.008,123.589,108705
2023-11-20,123.701,124.111,122.504,123.52,118313
2023-11-21,123.76,124.395,123.072,123.072,56968
2023-11-22,122.748,123.4,121.587,121.63,44607
2023-11-23,121.703,121.95,120.307,120.864,57773
2023-11-24,121.039,121.45,119.188,119.188,46346
2023-11-27,118.016,119.367,117.9,118.896,186745
2023-11-28,119.077,120.5,118.401,119.475,84796
2023-11-29,119.475,119.699,118.207,118.422,107166
2023-11-30,118.753,118.753,117.1,117.44,60340
2023-12-01,117.568,118.118,117.2,117.828,66321
2023-12-04,117.828,118.483,117.569,117.57,100194
2023-12-05,117.549,117.797,116.199,116.199,75040
2023-12-06,116.099,116.988,115.625,116.209,80089
2023-12-07,116.21,116.48,115.4,115.613,50293
2023-12-08,115.62,116.3,115.111,115.336,67414
2023-12-11,115.7,115.786,114.6,115.0,62530
2023-12-12,115.104,115.953,114.233,115.188,132852
2023-12-13,115.2,115.349,114.61,114.7,86939
2023-12-14,114.81,115.268,114.604,114.9,96123
2023-12-15,115.2,115.2,114.352,114.404,82923
2023-12-18,114.328,114.499,112.7,112.885,77806
2023-12-19,113.17,113.25,112.002,112.18,77223
2023-12-20,112.84,113.248,112.634,112.932,92699
2023-12-21,112.116,113.56,112.116,113.56,86232
2023-12-22,113.566,113.9,113.05,113.15,64995
2023-12-25,113.0,113.5,112.436,112.823,43822
2023-12-26,112.7,112.7,111.599,111.701,46399
2023-12-27,111.549,111.7,110.261,111.277,126375
2023-12-28,111.27,113.8,111.25,113.745,133465
2023-12-29,113.8,116.397,113.5,115.45,185825
2024-01-02,115.49,118.215,115.49,117.401,337802
2024-01-03,117.401,117.68,115.531,115.869,213250
2024-01-04,115.6,116.3,115.305,116.0,85217
2024-01-05,115.99,116.783,114.802,115.305,60356
2024-01-08,115.305,116.619,113.7,113.7,109171
2024-01-09,113.7,114.93,113.601,114.27,57834
2024-01-10,114.27,114.9,113.7,113.942,83629
2024-01-11,113.771,115.143,113.762,114.9,75678
2024-01-12,123.246,123.775,115.004,115.004,3096584
2024-01-15,114.8,115.274,113.9,114.013,394086
2024-01-16,113.95,114.497,112.7,113.249,207060
2024-01-17,113.248,113.26,111.501,111.598,145082
2024-01-18,111.962,111.962,109.6,110.553,169488
2024-01-19,110.55,111.755,110.147,110.24,126971
2024-01-22,110.95,110.95,107.163,107.65,154706
2024-01-23,106.901,108.339,106.662,107.76,132012
2024-01-24,107.999,109.0,106.7,107.6,105231
2024-01-25,107.1,110.5,107.013,109.888,191754
2024-01-26,109.888,112.29,109.88,111.3,323882
2024-01-29,110.99,111.68,109.1,109.44,73407
2024-01-30,108.2,109.29,107.602,108.051,54711
2024-01-31,107.403,107.889,105.502,105.726,90226
2024-02-01,104.1,106.184,103.214,105.368,111215
2024-02-02,107.65,109.783,105.401,105.8,752836
2024-02-05,105.392,105.63,102.68,103.0,261402
2024-02-06,102.55,103.338,100.5,102.779,260211
2024-02-07,103.33,103.5,101.119,101.497,130248
2024-02-08,101.497,103.021,100.36,102.3,324964
2024-02-19,103.0,104.627,103.0,103.998,171904
2024-02-20,104.199,105.25,103.401,105.235,186009
2024-02-21,105.6,107.407,105.163,106.599,377718
2024-02-22,106.647,107.5,106.1,106.7,207476
2024-02-23,106.705,107.873,106.705,107.22,330484
2024-02-26,107.7,109.751,107.551,109.699,586836
2024-02-27,112.88,114.98,112.601,114.7,2206510
2024-02-28,115.1,118.284,112.727,113.169,1663918
2024-02-29,112.5,114.993,112.303,114.6,765441
2024-03-01,114.66,116.065,112.765,113.799,794767
2024-03-04,113.799,114.307,111.303,113.306,509751
2024-03-05,113.0,113.3,110.785,110.82,400236
2024-03-06,110.722,112.1,109.955,111.44,368888
2024-03-07,111.83,112.56,110.946,111.156,283650
2024-03-08,110.801,111.95,110.8,111.166,199063
2024-03-11,111.379,112.4,111.001,112.4,237524
2024-03-12,112.462,113.807,111.778,113.66,402100
2024-03-13,113.661,114.048,112.957,113.631,364157
2024-03-14,113.631,114.467,112.7,113.38,379552
2024-03-15,113.149,114.75,112.88,114.662,366584
2024-03-18,114.999,116.68,114.933,116.63,492740
2024-03-19,116.625,117.178,116.41,116.498,258253
2024-03-20,116.486,117.333,116.037,117.33,329714
2024-03-21,117.0,117.888,116.209,116.71,315223
2024-03-22,116.71,116.857,114.55,115.005,320136
2024-03-25,115.029,115.399,113.71,113.885,295103
2024-03-26,113.657,114.128,112.331,113.9,467038
2024-03-27,113.7,113.899,111.0,111.097,344190
2024-03-28,110.999,113.252,110.71,112.63,279617
2024-03-29,112.699,114.5,112.63,114.5,449900
2024-04-01,114.5,115.768,114.412,115.51,451936
2024-04-02,115.508,116.62,115.156,115.66,344515
2024-04-03,115.413,115.817,113.813,115.514,275421
2024-04-08,115.3,115.379,113.561,114.131,360031
2024-04-09,114.489,115.602,113.537,114.825,493259
2024-04-10,114.944,115.0,112.51,113.725,387850
2024-04-11,113.72,115.362,113.15,114.334,492910
2024-04-12,114.1,115.051,113.713,114.285,356283
2024-04-15,114.0,114.197,108.532,110.058,897507
2024-04-16,109.7,109.9,105.642,105.702,817934
2024-04-17,105.7,109.57,105.7,109.549,638339
2024-04-18,109.868,110.2,108.1,109.015,338680
2024-04-19,108.85,109.459,108.002,108.1,241800
2024-04-22,107.972,108.579,106.269,106.66,356608
2024-04-23,106.239,107.972,106.239,107.529,314703
2024-04-24,107.721,108.836,107.53,108.373,375266
2024-04-25,108.5,108.99,107.836,108.967,339721
2024-04-26,107.99,108.55,106.763,108.2,500499
2024-04-29,108.58,109.2,108.107,108.34,656553
2024-04-30,108.272,110.4,108.017,110.09,793812
