date,open,high,low,close,volume
2022-08-02,130.0,143.0,127.5,128.07,886460
2022-08-03,128.7,132.5,128.52,130.375,4373360
2022-08-04,132.0,133.505,131.0,132.466,1579570
2022-08-05,132.7,142.8,132.32,139.899,7505150
2022-08-08,139.888,141.58,138.0,140.331,1756560
2022-08-09,139.4,141.294,138.7,141.161,1041780
2022-08-10,140.4,154.29,139.5,148.919,5931860
2022-08-11,151.002,159.5,148.6,150.961,4241590
2022-08-12,151.21,153.5,146.51,147.916,1163410
2022-08-15,149.0,150.19,147.2,148.122,518790
2022-08-16,148.122,148.66,145.23,146.222,576730
2022-08-17,146.51,147.2,142.355,143.192,689270
2022-08-18,143.5,145.69,142.0,142.475,1382870
2022-08-19,142.45,144.19,135.1,137.593,837370
2022-08-22,137.0,139.0,136.16,136.836,299900
2022-08-23,136.0,138.62,135.08,135.413,499180
2022-08-24,135.7,136.29,130.58,131.07,361840
2022-08-25,131.2,131.9,127.053,127.778,342120
2022-08-26,128.5,128.88,127.3,127.69,177640
2022-08-29,127.0,128.496,125.999,126.979,185060
2022-08-30,127.0,127.741,126.28,126.747,177800
2022-08-31,126.791,127.108,123.111,123.197,177530
2022-09-01,123.0,126.0,122.9,123.9,225640
2022-09-02,124.3,126.49,123.8,125.719,259180
2022-09-05,126.18,127.32,125.313,127.159,220940
2022-09-06,127.2,127.8,127.0,127.415,151440
2022-09-07,128.0,129.9,127.449,128.307,368740
2022-09-08,128.307,128.849,126.399,126.544,161650
2022-09-09,126.8,126.994,124.801,125.027,103610
2022-09-13,126.3,126.588,125.304,125.452,80270
2022-09-14,124.25,125.822,124.08,124.779,74130
2022-09-15,124.9,125.8,122.8,123.087,95330
2022-09-16,123.087,123.27,121.53,121.666,78440
2022-09-19,121.531,122.894,118.9,119.002,189620
2022-09-20,119.6,120.5,119.128,119.611,78570
2022-09-21,119.611,120.55,118.608,120.268,99540
2022-09-22,120.28,120.9,119.962,120.1,80210
2022-09-23,119.9,120.531,118.212,118.46,76730
2022-09-26,118.46,118.8,117.001,117.057,66910
2022-09-27,118.0,118.7,117.11,118.431,124000
2022-09-28,118.431,118.594,117.01,117.016,37810
2022-09-29,117.3,117.8,116.36,116.481,54400
2022-09-30,116.481,116.999,115.799,116.067,53370
2022-10-10,116.0,116.5,114.422,114.524,67100
2022-10-11,114.5,114.888,113.952,114.284,61350
2022-10-12,114.6,116.03,113.89,116.001,111530
2022-10-13,116.001,117.8,115.535,117.284,136480
2022-10-14,117.98,119.246,117.659,119.183,129060
2022-10-17,119.1,120.334,118.98,120.08,129210
2022-10-18,120.373,120.65,119.111,119.466,54410
2022-10-19,119.6,119.9,118.531,118.647,53090
2022-10-20,118.81,123.6,117.88,121.271,736530
2022-10-21,121.761,121.999,119.5,119.746,140350
2022-10-24,120.246,121.6,119.802,119.997,181300
2022-10-25,119.5,120.38,118.01,119.044,103150
2022-10-26,118.954,121.12,118.862,120.338,100730
2022-10-27,119.5,121.587,119.3,120.256,149560
2022-10-28,120.4,121.0,117.74,117.906,70100
2022-10-31,118.4,119.649,117.5,118.701,113360
2022-11-01,118.72,119.88,118.6,119.706,67930
2022-11-02,119.75,121.194,119.75,120.996,126390
2022-11-03,120.996,121.784,120.0,121.401,139820
2022-11-04,121.401,122.0,121.0,121.409,181530
2022-11-07,121.05,123.49,121.0,123.213,205300
2022-11-08,123.0,123.213,120.825,121.887,81490
2022-11-09,121.939,122.33,121.039,122.222,71900
2022-11-10,121.77,122.47,120.7,121.018,62540
2022-11-11,122.0,122.762,121.62,121.966,79230
2022-11-14,122.0,122.466,121.711,122.109,104570
2022-11-15,122.099,125.5,121.72,124.274,283470
2022-11-16,124.89,124.89,121.99,122.04,96210
2022-11-17,122.04,122.336,118.731,120.497,176020
2022-11-18,120.78,121.574,117.742,117.841,159900
2022-11-21,117.822,118.53,116.726,117.581,93300
2022-11-22,118.56,119.671,117.47,118.15,86290
2022-11-23,118.3,118.4,117.15,118.1,54690
2022-11-24,118.0,118.877,118.0,118.22,39190
2022-11-25,118.72,118.848,118.099,118.266,32240
2022-11-28,118.346,118.36,117.68,117.99,25010
2022-11-29,118.47,119.16,116.03,118.628,49880
2022-11-30,118.899,118.97,118.107,118.273,51100
2022-12-01,118.773,119.345,118.63,119.199,52510
2022-12-02,119.47,119.956,119.202,119.498,41480
2022-12-05,119.7,120.469,119.503,120.341,46680
2022-12-06,120.5,121.119,119.7,120.102,79910
2022-12-07,119.83,120.47,119.238,119.394,28330
2022-12-08,119.7,119.7,118.809,118.903,21100
2022-12-09,119.05,119.402,118.471,118.729,22970
2022-12-12,119.0,119.0,118.0,118.023,44300
2022-12-13,118.023,118.245,117.001,117.033,27770
