date,open,high,low,close,volume
2025-04-03,125.2,129.8,125.2,127.403,10729350
2025-04-07,124.7,130.3,120.403,123.66,5094070
2025-04-08,123.66,126.838,123.66,126.004,2516580
2025-04-09,124.5,129.871,124.0,129.008,2406270
2025-04-10,130.0,132.027,128.55,130.356,2313160
2025-04-11,129.3,133.33,129.3,131.554,1672890
2025-04-14,131.5,134.85,131.5,133.293,1127550
2025-04-15,133.06,133.293,130.406,131.714,695000
2025-04-16,131.72,131.824,128.811,129.258,830800
2025-04-17,128.9,131.294,128.888,129.379,586490
2025-04-18,129.219,130.078,128.221,129.386,388170
2025-04-21,129.119,130.933,129.119,130.562,466280
2025-04-22,130.162,133.6,129.901,133.373,887040
2025-04-23,133.373,134.267,132.468,133.01,514650
2025-04-24,132.934,133.006,130.523,131.009,428680
2025-04-25,131.0,131.546,129.598,131.009,484940
2025-04-28,130.021,131.754,128.911,129.317,591830
2025-04-29,128.601,130.243,124.501,129.234,860130
2025-04-30,129.222,130.271,128.2,129.217,524280
2025-05-06,129.82,132.86,129.238,132.803,957690
2025-05-07,132.8,134.632,132.4,132.894,925750
2025-05-08,132.002,133.8,132.002,133.017,405420
2025-05-09,132.8,132.99,129.716,130.112,605420
2025-05-12,130.461,130.816,129.58,129.947,447720
2025-05-13,130.28,130.653,129.192,130.005,391100
2025-05-14,130.769,130.841,129.168,130.025,260590
2025-05-15,130.0,130.2,128.7,129.7,183650
2025-05-16,129.2,130.154,129.015,129.442,202920
2025-05-19,129.512,130.442,129.354,130.139,154340
2025-05-20,130.14,130.91,129.795,130.325,100080
2025-05-21,130.2,130.598,130.053,130.257,59490
2025-05-22,130.25,130.433,128.698,128.839,187890
2025-05-23,128.818,129.235,128.0,128.191,168110
2025-05-26,128.16,129.188,128.1,128.337,138630
2025-05-27,128.59,128.691,127.5,127.572,98380
2025-05-28,127.815,128.491,127.149,127.638,217510
2025-05-29,127.8,130.0,127.433,129.3,191900
2025-05-30,129.895,129.895,127.8,127.93,143530
2025-06-03,127.801,129.037,127.8,128.002,162940
2025-06-04,127.946,128.66,127.703,128.599,151460
2025-06-05,128.61,130.0,128.1,129.814,102640
2025-06-06,129.707,130.067,128.711,129.043,272580
2025-06-09,128.978,129.674,128.7,129.323,164730
2025-06-10,129.201,129.74,127.411,127.625,214760
2025-06-11,127.855,128.711,127.527,127.832,152130
2025-06-12,127.469,127.826,126.656,126.739,184770
2025-06-13,126.77,127.038,125.113,125.144,269100
